event_id,timestamp,asset_id,mitre_technique_id,description,severity,source_ip,action_taken,downtime_hours_caused,records_compromised
EVT-22f66209,2026-08-07T23:09:16.425749,AST-1001,T1059.001,PowerShell Execution,Medium,13.20.202.122,Allowed,0,0
EVT-6b09a161,2026-08-13T01:09:16.425759,AST-1029,T1059.001,PowerShell Execution,Medium,120.104.255.104,Blocked,0,0
EVT-b2472fa1,2026-08-20T15:09:16.425767,AST-1043,T1059.001,PowerShell Execution,Medium,167.40.163.189,Blocked,0,0
EVT-b9183841,2026-08-03T13:09:16.425776,AST-1036,T1110.001,Password Guessing,Low,232.224.217.37,Alerted,0,0
EVT-a10a0924,2026-08-16T04:09:16.425784,AST-1028,T1110.001,Password Guessing,Low,204.156.173.183,Alerted,0,0
EVT-903bb5ed,2026-08-10T19:09:16.425792,AST-1020,T1110.001,Password Guessing,Low,158.174.156.36,Alerted,0,0
EVT-c1f8743e,2026-08-08T21:09:16.425801,AST-1011,T1486,Data Encrypted for Impact (Ransomware),Critical,198.107.143.21,Allowed,70,0
EVT-6c8d4587,2026-08-08T23:09:16.425812,AST-1034,T1003.001,LSASS Memory Credential Dumping,High,83.236.159.111,Alerted,0,0
EVT-394adbfc,2026-08-09T22:09:16.425822,AST-1025,T1078,Valid Accounts,Medium,202.12.22.15,Allowed,0,0
EVT-eec2b016,2026-08-18T04:09:16.425840,AST-1012,T1110.001,Password Guessing,Low,16.60.172.7,Alerted,0,0
EVT-8751bbfd,2026-08-01T22:09:16.425854,AST-1020,T1110.001,Password Guessing,Low,200.255.17.242,Blocked,0,0
EVT-5a2a60c2,2026-08-18T16:09:16.425862,AST-1035,T1110.001,Password Guessing,Low,64.190.141.52,Alerted,0,0
EVT-ade30312,2026-08-06T13:09:16.425871,AST-1034,T1003.001,LSASS Memory Credential Dumping,High,197.61.140.247,Allowed,0,6755
EVT-2c7742cb,2026-08-26T21:09:16.425880,AST-1020,T1059.001,PowerShell Execution,Medium,195.40.102.102,Alerted,0,0
EVT-49e6c432,2026-08-15T07:09:16.425889,AST-1049,T1078,Valid Accounts,Medium,46.31.206.25,Allowed,0,0
EVT-924975b2,2026-08-11T22:09:16.425898,AST-1004,T1059.001,PowerShell Execution,Medium,255.158.223.227,Allowed,0,0
EVT-ced7fe75,2026-08-02T10:09:16.425907,AST-1038,T1486,Data Encrypted for Impact (Ransomware),Critical,151.248.170.136,Allowed,21,0
EVT-39abd51a,2026-07-29T04:09:16.425918,AST-1011,T1003.001,LSASS Memory Credential Dumping,High,45.76.121.193,Allowed,0,46008
EVT-a7b23a0a,2026-07-31T12:09:16.425927,AST-1022,T1059.001,PowerShell Execution,Medium,211.11.208.111,Alerted,0,0
EVT-ab4db7e0,2026-08-21T22:09:16.425936,AST-1013,T1110.001,Password Guessing,Low,67.106.71.195,Allowed,0,0
EVT-e0a23358,2026-08-03T19:09:16.425944,AST-1027,T1059.001,PowerShell Execution,Medium,16.72.172.130,Allowed,0,0
EVT-02b59d68,2026-08-18T16:09:16.425953,AST-1014,T1059.001,PowerShell Execution,Medium,227.247.3.125,Allowed,0,0
EVT-7fe9cfe4,2026-08-13T08:09:16.425961,AST-1018,T1059.001,PowerShell Execution,Medium,202.167.148.34,Blocked,0,0
EVT-4edd2490,2026-08-14T13:09:16.425970,AST-1011,T1003.001,LSASS Memory Credential Dumping,High,19.119.24.120,Allowed,0,27172
EVT-cc4fa72a,2026-08-07T09:09:16.425979,AST-1008,T1003.001,LSASS Memory Credential Dumping,High,30.14.83.136,Allowed,0,22691
EVT-de596e96,2026-08-04T00:09:16.425988,AST-1039,T1110.001,Password Guessing,Low,79.36.131.30,Blocked,0,0
EVT-e3bee92b,2026-07-29T08:09:16.425998,AST-1002,T1003.001,LSASS Memory Credential Dumping,High,18.89.230.161,Allowed,0,9384
EVT-47977781,2026-08-20T19:09:16.426008,AST-1048,T1003.001,LSASS Memory Credential Dumping,High,76.86.247.59,Blocked,0,0
EVT-d12a8ca1,2026-08-19T02:09:16.426017,AST-1000,T1003.001,LSASS Memory Credential Dumping,High,189.107.65.62,Allowed,0,18700
EVT-3dce3e72,2026-08-23T12:09:16.426026,AST-1027,T1078,Valid Accounts,Medium,125.142.252.141,Allowed,0,0
EVT-0b2049bf,2026-08-10T11:09:16.426034,AST-1028,T1110.001,Password Guessing,Low,79.38.202.10,Blocked,0,0
EVT-f622cbc9,2026-08-03T03:09:16.426044,AST-1019,T1078,Valid Accounts,Medium,25.191.205.28,Allowed,0,0
EVT-ce6bdb77,2026-08-13T14:09:16.426053,AST-1009,T1078,Valid Accounts,Medium,135.32.92.101,Allowed,0,0
EVT-4f3f4e0a,2026-08-13T09:09:16.426061,AST-1024,T1003.001,LSASS Memory Credential Dumping,High,204.234.32.60,Blocked,0,0
EVT-504a66a5,2026-07-31T22:09:16.426069,AST-1036,T1003.001,LSASS Memory Credential Dumping,High,59.200.166.239,Alerted,0,0
EVT-da56c89a,2026-08-22T22:09:16.426078,AST-1006,T1110.001,Password Guessing,Low,137.169.13.202,Alerted,0,0
EVT-b34e1f64,2026-07-30T23:09:16.426086,AST-1020,T1003.001,LSASS Memory Credential Dumping,High,236.38.106.221,Blocked,0,0
EVT-d1fc4606,2026-07-29T00:09:16.426094,AST-1047,T1486,Data Encrypted for Impact (Ransomware),Critical,206.20.53.80,Alerted,0,0
EVT-030bd0ff,2026-08-05T02:09:16.426102,AST-1032,T1059.001,PowerShell Execution,Medium,93.20.140.246,Alerted,0,0
EVT-b54f2dcd,2026-08-13T12:09:16.426111,AST-1009,T1003.001,LSASS Memory Credential Dumping,High,97.226.141.9,Blocked,0,0
EVT-31a6a0cc,2026-07-29T18:09:16.426119,AST-1022,T1486,Data Encrypted for Impact (Ransomware),Critical,228.171.132.33,Blocked,0,0
EVT-35c4fda5,2026-08-17T18:09:16.426127,AST-1007,T1486,Data Encrypted for Impact (Ransomware),Critical,194.244.233.34,Alerted,0,0
EVT-287fa310,2026-08-06T09:09:16.426136,AST-1000,T1078,Valid Accounts,Medium,180.180.237.182,Blocked,0,0
EVT-b0039f95,2026-07-31T07:09:16.426144,AST-1020,T1003.001,LSASS Memory Credential Dumping,High,60.179.190.40,Blocked,0,0
EVT-52ff4b29,2026-08-24T13:09:16.426152,AST-1006,T1003.001,LSASS Memory Credential Dumping,High,115.80.140.144,Alerted,0,0
EVT-06b212a9,2026-08-06T12:09:16.426162,AST-1037,T1003.001,LSASS Memory Credential Dumping,High,89.186.79.151,Blocked,0,0
EVT-b3787750,2026-08-07T01:09:16.426173,AST-1035,T1110.001,Password Guessing,Low,180.198.229.108,Alerted,0,0
EVT-fa05a167,2026-08-24T03:09:16.426182,AST-1014,T1110.001,Password Guessing,Low,49.91.230.87,Alerted,0,0
EVT-e3596237,2026-08-07T18:09:16.426191,AST-1041,T1059.001,PowerShell Execution,Medium,196.67.47.228,Blocked,0,0
EVT-92ba1a04,2026-08-23T20:09:16.426199,AST-1007,T1110.001,Password Guessing,Low,1.167.169.120,Blocked,0,0
EVT-6f1e7bcd,2026-08-09T01:09:16.426208,AST-1046,T1486,Data Encrypted for Impact (Ransomware),Critical,19.98.196.203,Allowed,36,0
EVT-885bf1b5,2026-08-25T12:09:16.426217,AST-1001,T1003.001,LSASS Memory Credential Dumping,High,26.114.211.154,Blocked,0,0
EVT-86f8a33c,2026-08-12T02:09:16.426227,AST-1018,T1003.001,LSASS Memory Credential Dumping,High,7.60.198.161,Blocked,0,0
EVT-cbe4a103,2026-07-31T03:09:16.426236,AST-1034,T1003.001,LSASS Memory Credential Dumping,High,14.234.36.241,Alerted,0,0
EVT-162aaa6c,2026-08-03T14:09:16.426244,AST-1003,T1486,Data Encrypted for Impact (Ransomware),Critical,17.164.227.77,Blocked,0,0
EVT-46e77be6,2026-08-14T22:09:16.426253,AST-1045,T1003.001,LSASS Memory Credential Dumping,High,134.122.171.171,Allowed,0,33432
EVT-e78af6f2,2026-08-23T10:09:16.426262,AST-1045,T1486,Data Encrypted for Impact (Ransomware),Critical,6.225.183.93,Blocked,0,0
EVT-4898a9b2,2026-08-23T15:09:16.426270,AST-1007,T1059.001,PowerShell Execution,Medium,74.191.236.37,Blocked,0,0
EVT-cc021312,2026-08-20T15:09:16.426278,AST-1045,T1078,Valid Accounts,Medium,169.238.38.187,Allowed,0,0
EVT-9e86b3c9,2026-08-15T08:09:16.426287,AST-1013,T1003.001,LSASS Memory Credential Dumping,High,198.207.241.136,Allowed,0,19783
EVT-d503858a,2026-08-03T04:09:16.426295,AST-1031,T1059.001,PowerShell Execution,Medium,160.209.80.30,Allowed,0,0
EVT-8b2155da,2026-08-18T20:09:16.426304,AST-1016,T1059.001,PowerShell Execution,Medium,142.61.253.150,Blocked,0,0
EVT-1f51dec6,2026-08-09T01:09:16.426312,AST-1032,T1110.001,Password Guessing,Low,103.246.127.104,Alerted,0,0
EVT-f6d8f33f,2026-08-13T18:09:16.426321,AST-1010,T1486,Data Encrypted for Impact (Ransomware),Critical,40.234.241.241,Allowed,13,0
EVT-83b937dc,2026-08-16T22:09:16.426329,AST-1022,T1110.001,Password Guessing,Low,237.196.72.16,Blocked,0,0
EVT-1c22a22d,2026-08-01T07:09:16.426338,AST-1043,T1486,Data Encrypted for Impact (Ransomware),Critical,74.19.134.8,Blocked,0,0
EVT-a3fabd8b,2026-08-05T10:09:16.426349,AST-1024,T1059.001,PowerShell Execution,Medium,245.243.129.230,Blocked,0,0
EVT-b352d0b1,2026-08-15T01:09:16.426357,AST-1022,T1059.001,PowerShell Execution,Medium,45.1.20.152,Blocked,0,0
EVT-4300e4aa,2026-08-10T11:09:16.426368,AST-1016,T1003.001,LSASS Memory Credential Dumping,High,114.126.72.110,Allowed,0,30444
EVT-d4db8276,2026-08-02T09:09:16.426376,AST-1007,T1059.001,PowerShell Execution,Medium,248.84.92.151,Allowed,0,0
EVT-cc41cd3a,2026-07-30T16:09:16.426384,AST-1008,T1059.001,PowerShell Execution,Medium,54.216.6.147,Alerted,0,0
EVT-eef7f5c5,2026-08-26T12:09:16.426393,AST-1006,T1003.001,LSASS Memory Credential Dumping,High,19.28.113.223,Blocked,0,0
EVT-d8c9386c,2026-08-13T07:09:16.426402,AST-1009,T1003.001,LSASS Memory Credential Dumping,High,228.9.237.55,Alerted,0,0
EVT-15d4cf03,2026-08-07T10:09:16.426412,AST-1001,T1003.001,LSASS Memory Credential Dumping,High,113.12.82.35,Blocked,0,0
EVT-724ef157,2026-08-24T15:09:16.426420,AST-1043,T1486,Data Encrypted for Impact (Ransomware),Critical,165.18.68.240,Blocked,0,0
EVT-c7b5a784,2026-08-10T08:09:16.426428,AST-1027,T1110.001,Password Guessing,Low,67.213.62.249,Blocked,0,0
EVT-9ae8b184,2026-08-14T21:09:16.426437,AST-1041,T1078,Valid Accounts,Medium,7.34.160.172,Allowed,0,0
EVT-22fce17b,2026-08-05T15:09:16.426445,AST-1020,T1486,Data Encrypted for Impact (Ransomware),Critical,186.66.124.175,Alerted,0,0
EVT-ddd16ba3,2026-08-17T02:09:16.426453,AST-1022,T1059.001,PowerShell Execution,Medium,36.114.189.86,Blocked,0,0
EVT-3ec29eff,2026-08-05T06:09:16.426461,AST-1044,T1110.001,Password Guessing,Low,50.180.173.193,Blocked,0,0
EVT-855a7042,2026-08-25T21:09:16.426470,AST-1041,T1078,Valid Accounts,Medium,148.119.38.80,Allowed,0,0
EVT-71edac47,2026-08-04T02:09:16.426479,AST-1020,T1059.001,PowerShell Execution,Medium,197.65.130.111,Blocked,0,0
EVT-cf9d57f9,2026-08-09T21:09:16.426487,AST-1006,T1110.001,Password Guessing,Low,150.198.184.196,Alerted,0,0
EVT-d0db6a81,2026-08-03T21:09:16.426495,AST-1048,T1486,Data Encrypted for Impact (Ransomware),Critical,90.1.247.62,Alerted,0,0
EVT-9a0240e2,2026-08-12T03:09:16.426503,AST-1044,T1110.001,Password Guessing,Low,185.139.50.163,Alerted,0,0
EVT-f11a6635,2026-08-01T17:09:16.426514,AST-1022,T1486,Data Encrypted for Impact (Ransomware),Critical,77.98.207.5,Blocked,0,0
EVT-2c894423,2026-08-05T09:09:16.426523,AST-1011,T1110.001,Password Guessing,Low,120.219.125.11,Blocked,0,0
EVT-b4d56c94,2026-08-07T22:09:16.426531,AST-1014,T1110.001,Password Guessing,Low,73.25.133.1,Allowed,0,0
EVT-c2d9508a,2026-08-04T20:09:16.426539,AST-1013,T1059.001,PowerShell Execution,Medium,36.233.21.113,Allowed,0,0
EVT-28bc799c,2026-08-04T06:09:16.426547,AST-1020,T1078,Valid Accounts,Medium,175.229.172.88,Blocked,0,0
EVT-e3d42bcb,2026-08-16T08:09:16.426556,AST-1013,T1003.001,LSASS Memory Credential Dumping,High,190.5.169.135,Allowed,0,42040
EVT-e5327437,2026-08-04T13:09:16.426564,AST-1024,T1003.001,LSASS Memory Credential Dumping,High,51.123.54.238,Blocked,0,0
EVT-2517048a,2026-08-22T21:09:16.426573,AST-1025,T1059.001,PowerShell Execution,Medium,211.221.189.155,Allowed,0,0
EVT-de668d5f,2026-08-03T10:09:16.426581,AST-1027,T1003.001,LSASS Memory Credential Dumping,High,21.173.53.63,Alerted,0,0
EVT-7d723db4,2026-08-21T10:09:16.426589,AST-1015,T1059.001,PowerShell Execution,Medium,44.124.97.155,Alerted,0,0
EVT-a1ad9e6e,2026-07-28T05:09:16.426600,AST-1044,T1110.001,Password Guessing,Low,227.34.165.124,Alerted,0,0
EVT-42c84396,2026-08-22T00:09:16.426609,AST-1019,T1003.001,LSASS Memory Credential Dumping,High,44.92.186.18,Blocked,0,0
EVT-3c4f3b85,2026-08-26T07:09:16.426617,AST-1045,T1110.001,Password Guessing,Low,78.48.94.141,Blocked,0,0
EVT-6b80aed2,2026-08-13T03:09:16.426626,AST-1001,T1078,Valid Accounts,Medium,13.124.7.81,Allowed,0,0
EVT-e51ded8f,2026-08-14T09:09:16.426634,AST-1041,T1110.001,Password Guessing,Low,121.191.97.167,Blocked,0,0
EVT-3e8214a5,2026-08-26T15:09:16.426642,AST-1003,T1078,Valid Accounts,Medium,244.112.91.193,Blocked,0,0
EVT-5c984a5d,2026-08-17T03:09:16.426651,AST-1009,T1486,Data Encrypted for Impact (Ransomware),Critical,33.25.128.184,Allowed,51,0
EVT-e993eded,2026-08-12T01:09:16.426659,AST-1020,T1003.001,LSASS Memory Credential Dumping,High,209.59.17.82,Allowed,0,32177
EVT-7b6d2457,2026-08-22T05:09:16.426668,AST-1043,T1078,Valid Accounts,Medium,192.201.85.122,Blocked,0,0
EVT-7b3ab947,2026-08-14T09:09:16.426676,AST-1043,T1003.001,LSASS Memory Credential Dumping,High,94.24.161.219,Allowed,0,36427
EVT-525dccd5,2026-08-08T10:09:16.426687,AST-1040,T1078,Valid Accounts,Medium,68.39.20.133,Alerted,0,0
EVT-dbdb1b9e,2026-08-04T09:09:16.426696,AST-1009,T1078,Valid Accounts,Medium,254.244.46.97,Alerted,0,0
EVT-eecee49a,2026-08-26T02:09:16.426704,AST-1004,T1486,Data Encrypted for Impact (Ransomware),Critical,24.120.40.115,Blocked,0,0
EVT-02712c30,2026-08-02T16:09:16.426712,AST-1020,T1078,Valid Accounts,Medium,246.20.12.64,Alerted,0,0
EVT-5d7b7263,2026-08-04T20:09:16.426720,AST-1048,T1003.001,LSASS Memory Credential Dumping,High,33.149.178.248,Alerted,0,0
EVT-edb419cf,2026-07-28T21:09:16.426729,AST-1040,T1003.001,LSASS Memory Credential Dumping,High,182.166.242.43,Allowed,0,19857
EVT-55823299,2026-07-31T19:09:16.426737,AST-1025,T1059.001,PowerShell Execution,Medium,63.197.46.74,Alerted,0,0
EVT-ce672f69,2026-07-31T19:09:16.426746,AST-1021,T1110.001,Password Guessing,Low,120.240.124.104,Allowed,0,0
EVT-c20e6578,2026-08-18T00:09:16.426754,AST-1006,T1110.001,Password Guessing,Low,67.108.153.6,Alerted,0,0
EVT-472ef8fb,2026-08-03T17:09:16.426762,AST-1048,T1486,Data Encrypted for Impact (Ransomware),Critical,241.85.156.125,Alerted,0,0
EVT-77285f0c,2026-08-05T19:09:16.426770,AST-1019,T1003.001,LSASS Memory Credential Dumping,High,184.152.76.188,Allowed,0,38511
EVT-a1249e72,2026-08-19T16:09:16.426780,AST-1002,T1059.001,PowerShell Execution,Medium,234.208.41.212,Blocked,0,0
EVT-f6154a81,2026-08-09T14:09:16.426788,AST-1031,T1059.001,PowerShell Execution,Medium,43.203.82.27,Allowed,0,0
EVT-f3f33888,2026-08-08T23:09:16.426797,AST-1000,T1003.001,LSASS Memory Credential Dumping,High,103.243.34.108,Allowed,0,45491
EVT-1cabf1fb,2026-08-06T06:09:16.426807,AST-1018,T1486,Data Encrypted for Impact (Ransomware),Critical,116.211.140.97,Blocked,0,0
EVT-0be0c427,2026-08-24T06:09:16.426816,AST-1027,T1486,Data Encrypted for Impact (Ransomware),Critical,162.90.247.88,Allowed,35,0
EVT-b23df957,2026-08-02T00:09:16.426824,AST-1023,T1078,Valid Accounts,Medium,71.36.143.92,Blocked,0,0
EVT-617eadce,2026-08-01T21:09:16.426833,AST-1029,T1003.001,LSASS Memory Credential Dumping,High,38.55.233.31,Allowed,0,21883
EVT-94a1bdb5,2026-08-03T21:09:16.426841,AST-1012,T1486,Data Encrypted for Impact (Ransomware),Critical,60.63.89.178,Alerted,0,0
EVT-be043eda,2026-07-30T07:09:16.426854,AST-1019,T1110.001,Password Guessing,Low,126.73.239.17,Allowed,0,0
EVT-5ca5d5f0,2026-08-25T09:09:16.426863,AST-1000,T1003.001,LSASS Memory Credential Dumping,High,89.113.118.241,Allowed,0,42408
EVT-54a65409,2026-08-02T04:09:16.426871,AST-1044,T1003.001,LSASS Memory Credential Dumping,High,196.224.59.89,Alerted,0,0
EVT-b30b8f63,2026-08-11T16:09:16.426879,AST-1041,T1078,Valid Accounts,Medium,50.56.130.163,Allowed,0,0
EVT-36446ea2,2026-07-31T21:09:16.426887,AST-1024,T1059.001,PowerShell Execution,Medium,82.143.219.224,Allowed,0,0
EVT-1c4e9ec8,2026-08-17T08:09:16.426895,AST-1017,T1003.001,LSASS Memory Credential Dumping,High,140.105.180.239,Allowed,0,32492
EVT-82a35e43,2026-08-14T07:09:16.426903,AST-1037,T1059.001,PowerShell Execution,Medium,177.117.123.40,Alerted,0,0
EVT-2a91587c,2026-08-18T21:09:16.426913,AST-1020,T1003.001,LSASS Memory Credential Dumping,High,91.148.3.251,Alerted,0,0
EVT-963cc655,2026-08-23T06:09:16.426922,AST-1010,T1486,Data Encrypted for Impact (Ransomware),Critical,59.11.181.192,Allowed,22,0
EVT-185d2100,2026-08-24T12:09:16.426930,AST-1029,T1110.001,Password Guessing,Low,16.229.4.155,Alerted,0,0
EVT-2376c1b1,2026-08-19T04:09:16.426937,AST-1010,T1003.001,LSASS Memory Credential Dumping,High,13.52.227.244,Alerted,0,0
